,title,descriptions
NCT00524316-1,Treatment: Sunitinib and Chemoembolization,Description: Treatment: Cycle (C)1-Sunitinib 37.5mg po d1-7 followed by TACE with doxorubicin in lipodiol on d8 continued sunitinib 37.5mg po qd d15-36 followed by 2 weeks off. C2 onwards- sunitinib 4 weeks on and 2 weeks off with dose escalation to 50 mg in pts without any grade 3 toxicities in C1.
NCT00558519,Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Acute Lymphoblastic Leukemia,
NCT00558519-1,Treatment (Pediatric Regimen),Description: Patients received induction (Course I) consolidation (Course II) interim maintenance (Course III) delayed intensification (Course IV) and long-term maintenance therapy (Course V). Please see the "Detailed Description" section for more information.
10025182,lymph node pain,
D006425,blood and lymphatic system disorders,
D013612,tachycardia ectopic atrial,
10010276,conduction disorder,
D000067559,specific learning disorder,
10014020,ear pain,
10019245,hearing impaired,
10011655,cushingoid,
10015829,extraocular muscle paresis,
D009934,supervision,
D009900,optic nerve,
10038923,retinopathy,
10047848,watering eyes,
D000068580,varenicline,
10015388,esophageal pain,
D006472,oral hemorrhage,
D019283,pancreatic necrosis,
10044030,tooth development disorder,
D014098,toothache,
10016791,flu like symptoms,
D004829,symptomatic generalized epilepsy,
D007154,immune system disorder,
10002899,aortic injury,
10006504,bruising,
10061103,dermatitis radiation,
D049291,seroma,
10005778,blood prolactin abnormal,
D003402,creatine phosphokinase,
10005359,blood bicarbonate decreased,
10048677,buttock pain,
D013705,temporomandibular joint disorders,
10065776,muscle weakness lower limb,
D010024,osteoporosis,
10065777,soft tissue necrosis lower limb,
10065798,superficial soft tissue fibrosis,
10060929,accessory nerve disorder,
D001480,extrapyramidal disorder,
10051272,facial muscle weakness,
10061212,hypoglossal nerve disorder,
D009422,neurological disorders,
D015840,oculomotor nerve disorder,
D020433,trigeminal nerve disorder,
D005059,euphoria,
10024419,libido decreased,
D011618,psychosis,
10048994,bladder spasm,
D005919,glomerular filtration rate,
D014551,urinary tract,
D014549,urinary incontinence,
10046628,urine discoloration,
D017699,pelvic pain,
D007829,laryngeal stenosis,
10028735,nasal congestion,
10034844,pharyngolaryngeal pain,
10034966,photosensitivity,
10040865,skin hyperpigmentation,
10040868,skin hypopigmentation,
10051837,skin induration,
D002561,cerebrovascular disorders,
NCT00617591,Pegylated Liposomal Doxorubicin  Low Freq Dexamethasone & Revlimid (Dd-R) in Newly Diagnosed Multiple Myeloma (MM),
NCT00617591-1,Induction and Maintenance Therapy,Description: Induction Phase Followed by Maintenance Therapy.  Patients received lenalidomide 25 mg orally on days 1-21 dexamethasone 40 mg orally on days on 1-4 and PLD 40 mg/m^2 intravenously on day 1 (reduced to 30 mg/m^2 after the initial 29 patients were treated). Cycles were repeated every 28 days.  At the best response (4-8 cycles of induction) patients could proceed with either high-dose therapy or maintenance with lenalidomide and dexamethasone at the tolerated doses on the same schedule until disease progression.  Dd-R: Lenalidomide (Revlimid®) combined with Pegylated Liposomal Doxorubicin (Doxil®) and Dexamethasone (Decadron®) as outlined in the Detailed Description.
NCT00617890,A Study to Determine the Activity of Robatumumab (SCH 717454) in Participants With Relapsed Osteosarcoma or Ewing's Sarcoma (MK-7454-002/P04720),
NCT00617890-1,Group 1: 0.3mg/kg,Description: Participants received robatumumab 0.3 mg/kg intravenously (IV) as a single dose on Day 1 followed by surgery on Day 10 to 14 and four weeks later resumption of robatumumab 0.3 mg/kg on the same calendar day (± 3 days) once every 2 weeks until disease recurrence or up to 1 year of dosing. This group comprised participants with resectable osteosarcoma that relapsed within 6 months of prior definitive treatment (eg surgical metastasectomy) and having at least one prior chemotherapy regimen containing a platinum agent and doxorubicin.
NCT00617890-2,Group 1: 10mg/kg,Description: Participants received robatumumab 10 mg/kg IV as a single dose on Day 1 followed by surgery on Day 10 to 14 and four weeks later resumption of robatumumab 10 mg/kg on the same calendar day (± 3 days) once every 2 weeks until disease recurrence or up to 1 year of dosing. This group comprised participants with resectable osteosarcoma that relapsed within 6 months of prior definitive treatment (eg surgical metastasectomy) and having at least one prior chemotherapy regimen containing a platinum agent and doxorubicin.
NCT00617890-3,Group 2: 10mg/kg,Description: Participants received robatumumab 10 mg/kg IV biweekly until disease recurrence or up to 1 year of dosing. This group comprised participants with relapsed and unresectable osteosarcoma refractory to prior chemotherapy with a platinum- and doxorubicin-containing regimen.
NCT00617890-4,Group 3: 10mg/kg,Description: Participants received robatumumab 10 mg/kg IV biweekly until disease recurrence or up to 1 year of dosing. This group comprised participants with Ewing's sarcoma refractory to prior treatment with at least 3 of the following agents: ifosfamide etoposide cyclophosphamide doxorubicin or vincristine.
D009357,neonatal withdrawal syndrome,
D002494,central nervous system infection,
D010033,otitis media,
D001621,ribrain,
D012516,osteosarcoma,
D009207,myoclonus,
D009408,nerve compression syndromes,
D020258,toxic encephalopathy,
D000068718,crestor,
D000075,plegicil,
D013908,thoracotomy,
NCT00618813,Two Regimens of Combination Chemotherapy in Treating Younger Patients With Newly Diagnosed Localized Ewing Sarcoma Family of Tumors,
NCT00618813-1,Treatment (Combination Chemotherapy),Description: See Detailed Description  radiation therapy: Undergo radiation therapy  therapeutic conventional surgery: Undergo surgery  etoposide: Given IV  ifosfamide: Given IV  doxorubicin hydrochloride: Given IV  cyclophosphamide: Given IV  vincristine sulfate: Given IV  topotecan hydrochloride: Given IV  filgrastim: Given SC
NCT00635050,Therapy for Locally Advanced Breast Cancer Using Doxil  Paclitaxel  and Cyclophosphamide With Avastin,
NCT00635050-1,Doxil Paclitaxel Cyclophosphamide + Avastin,Description: Two staged phase II single arm trial to evaluate the pathologic complete response rate to sequential dose dense chemotherapy using Doxil paclitaxel and cyclophosphamide with concurrent Avastin in patients with advanced invasive breast cancer.  Doxil Paclitaxel Cyclophosphamide Avastin: Regimen A: Sequential Doxil 25 mg/m2 every 2 weeks for 3 doses will be followed by paclitaxel 175 mg/m2 i.v. every 2 weeks for 3 doses then by cyclophosphamide 600 mg/M 2 i.v. every 2 weeks for 3 doses. Avastin 10 mg/kg i.v. every 2 weeks will be given concurrently with all 3 agents. Patients who experience <pCR to primary chemotherapy will receive an additional year of Avastin at the same dose equivalent beginning 6-8 weeks after definitive operation.  Regimen B: Sequential Doxil 30 mg/m2 every 2 weeks for 3 doses will be followed by paclitaxel 175 mg/m2 i.v. every 2 weeks for 3 doses then by cyclophosphamide 600 mg/m 2 i.v. every 2 weeks for 3 doses. Avastin 10 mg/kg i.v. every 2 week
D006760,hospitalization,
NCT00653328,Ph II Atrasentan + DOXIL in Recurrent Ovarian/Fallopian/Peritoneal Serous Papillary Adenocarcinoma,
NCT00653328-1,Altrasentan + Doxil,Description: Atrasentan 10 mg orally everyday continuously beginning on Day 1. Doxil. 50 mg/m2 intravenously every 28 days
D013923,thromboembolism,
NCT00656669,Exploratory Study of Sunitinib Malate as a Component of Neoadjuvant Therapy for Breast Cancer,
NCT00656669-1,Single Agent Sunitinib,Description: Single-agent sunitinib for 2 weeks for the purpose of biomarker and IFP evaluation.
NCT00656669-2,Paclitaxel/Sunitinib,Description: 4 cycles (16 weeks) of neoadjuvant treatment with the combination of sunitinib and paclitaxel.
NCT00656669-3,AC Dosing,Description: 4 cycles (8 weeks) of neoadjuvant treatment with AC.
NCT00665457,Biomarkers in Women Receiving Chemotherapy and Celecoxib for Stage II or Stage III Breast Cancer That Can Be Removed by Surgery,
NCT00665457-1,Celecoxib,Description: •Neoadjuvant chemotherapy: Patients receive docetaxel IV over 1 hour on days 1 8 and 15 oral capecitabine twice daily on days 1-14 and oral celecoxib twice daily on days 1-21. Courses repeat every 3 weeks for 4 courses in the absence of disease progression or unacceptable toxicity.  Patients then receive doxorubicin hydrochloride IV and cyclophosphamide IV once daily on day 1 oral celecoxib twice daily on days 1-14 and filgrastim subcutaneously once daily on days 3-10. Courses repeat every 2 weeks for 4 courses in the absence of disease progression or unacceptable toxicity. Celecoxib is stopped one week prior to surgery.  •Surgery: standard of care
NCT00679029,Combination Chemotherapy and Bevacizumab in Treating Women With HER2/Neu-Negative Stage II or Stage III Breast Cancer,
NCT00679029-1,Arm I,Description: AC = Doxorubicin 60 mg /M2 followed by cyclophosphamide 600 mg/M2 will be given every 2 weeks for cycles 1-4.  TG = Paclitaxel 175 mg/M2 followed by gemcitabine 1500 mg/M2 will be given every 2 weeks for cycles 5-8.  Beginning cycle 5 B1= Avastin 10 mg/kg will be given as a single IV dose following each TG treatment every 2 weeks for cycles 5-7.  N=Growth factor pegfilgastrim 6 mg will be administered subcutaneously on day 1 after AC and TG treatment every 2 weeks for 8 cycles.
NCT00715208,Phase 2 Study of VELCADE (Bortezomib) in Patients With Relapsed Follicular Lymphoma,
NCT00715208-1,VELCADE R-CAP,Description: VELCADE rituximab cyclophosphamide prednisone and Doxorubicin
NCT00715208-2,VELCADE R-CP,Description: VELCADE rituximab cyclophosphamide and prednisone
D000072281,lymphadenopathy,
D000077299,nosocomial pneumonia,
D014777,viral infections,
D000071997,blood culture,
10050380,electrocardiogram t wave abnormal,
NCT00719472,A Study of Rituximab Alternative Dosing Rate in Patients With Previously Untreated Diffuse Large B-cell or Follicular Non-Hodgkin's Lymphoma (RATE),
NCT00719472-1,Rituximab 375 mg/m^2,Description: Patients received 6 or 8 21-day cycles of CHOP (cyclophosphamide hydroxydaunorubicin [doxorubicin] Oncovin [vincristine] prednisone) or CVP (cyclophosphamide vincristine prednisone) in combination with rituximab 375 mg/m^2 administered by intravenous (IV) infusion on Day 1 of each cycle.
D008404,massachusetts,
D008531,megacolon,
D005234,steatohepatitis,
D013203,staphylococcal infection,
D008413,mastitis,
D008582,aseptic meningitis,
D010844,streptococcal ok432,
D000058,accidental falls,
D008223,lymphoma,
NCT00722137,Study of the Combination of Rituximab  Cyclophosphamide  Doxorubicin  VELCADE  and Prednisone or Rituximab  Cyclophosphamide  Doxorubicin  Vincristine  and Prednisone in Patients With Newly Diagnosed Mantle Cell Lymphoma,
NCT00722137-1,R-CHOP,Description: Rituximab 375 mg/m^2 Cyclophosphamide 750 mg/m^2 Doxorubicin 50 mg/m^2 Vincristine 1.4 mg/m^2 and Prednisone 100 mg/m^2 Rituximab: Rituximab intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles. Cyclophosphamide: Cyclophosphamide intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles Doxorubicin: Intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles Prednisone: Prednisone orally on Day 1 to Day 5 of a 21 day (3 week) cycle for 6 cycles Vincristine: Vincristine intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles.
NCT00722137-2,VcR-CAP,Description: Rituximab 375 mg/m^2 Cyclophosphamide 750 mg/m^2 Doxorubicin 50 mg/m^2 VELCADE 1.3 mg/m^2 and Prednisone 100 mg/m^2 Rituximab: Rituximab intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles. Cyclophosphamide: Cyclophosphamide intravenous on Day 1 of a 21 day (3 week) cycle for 6 cycles Doxorubicin: Intravenous on Day of a 21 day (3 week) cycle for 6 cycles VELCADE: VELCADE intravenous on Days 148 and 11 of a 21 day (3 week) cycle for 6 cycles Prednisone: Prednisone orally on Day 1 to Day 5 of a 21 day (3 week) cycle for 6 cycles.
D012770,cardiogenic shock,
D005117,extrasystoles,
D000210,acute phase reaction,
D003428,nosocomial infection,
D010309,parotitis,
D055744,allergic bronchopulmonary mycosis,
D012480,salmonellosis,
D004697,bacterial endocarditis,
D009181,fungal infections,
D013283,herpes simplex oral,
D010304,paronychia,
D000039,peritonsillar abscess,
D002184,canine tracheobronchitis virus,
D055370,lung injury,
D011205,unifluid,
10065775,abdominal soft tissue necrosis,
D008545,malignant melanoma,
D013274,gastric cancer,
D004660,encephalitis,
D019022,poorhouses,
NCT00742924,Zoledronic Acid and Combination Chemotherapy in Treating Patients With Newly Diagnosed Metastatic Osteosarcoma,
NCT00742924-1,Arm 1- Chemotherapy and 1.2 mg/m2 Zoledronic Acid,Description: (Weeks 1-11) Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; and G-CSF SC. (Week 12) Patients undergo therapeutic conventional surgery .  (Weeks 13-25): Patients receive etoposide IV; ifosfamide IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; G-CSF SC. (Week 26) Patients may undergo surgical procedure.  (Weeks 27-36): Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; etoposide IV; ifosfamide IV; and filgrastim (G-CSF) SC.  See Detailed Description.  cisplatin: Given IV  dexrazoxane hydrochloride: Given IV  doxorubicin hydrochloride: Given IV  etoposide: Given IV  ifosfamide: Given IV  leucovorin calcium: Given IV or orally
NCT00742924-2,Arm 2 - Chemotherapy and 2.3 mg/m2 Zoledronic Acid,Description: (Weeks 1-11) Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; and G-CSF SC. (Week 12) Patients undergo therapeutic conventional surgery.  (Weeks 13-25): Patients receive etoposide IV; ifosfamide IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; G-CSF SC. (Week 26) Patients may undergo surgical procedure.  (Weeks 27-36): Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; etoposide IV; ifosfamide IV; and filgrastim (G-CSF) SC.  See Detailed Description.  cisplatin: Given IV  dexrazoxane hydrochloride: Given IV  doxorubicin hydrochloride: Given IV  etoposide: Given IV  ifosfamide: Given IV  leucovorin calcium: Given IV or orally
NCT00742924-3,Arm 3 - Chemotherapy and 3.5 mg/m2 Zoledronic Acid,Description: (Weeks 1-11) Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; and G-CSF SC. (Week 12) Patients undergo therapeutic conventional surgery.  (Weeks 13-25): Patients receive etoposide IV; ifosfamide IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; G-CSF SC. (Week 26) Patients may undergo surgical procedure.  (Weeks 27-36): Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; etoposide IV; ifosfamide IV; and filgrastim (G-CSF) SC.  See Detailed Description.  cisplatin: Given IV  dexrazoxane hydrochloride: Given IV  doxorubicin hydrochloride: Given IV  etoposide: Given IV  ifosfamide: Given IV  leucovorin calcium: Given IV or orally
NCT00742924-4,Chemotherapy and 2.3 mg/m2 Zoledronic Acid After MTD,Description: (Weeks 1-11) Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; and G-CSF SC. (Week 12) Patients undergo therapeutic conventional surgery.(Weeks 13-25): Patients receive etoposide IV; ifosfamide IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; G-CSF SC. (Week 26) Patients may undergo surgical procedure.(Weeks 27-36): Patients receive dexrazoxane hydrochloride IV; doxorubicin hydrochloride IV; cisplatin IV; zoledronic acid IV; high-dose methotrexate IV; leucovorin calcium IV or orally; etoposide IV; ifosfamide IV; and filgrastim (G-CSF) SC.See Detailed Description.  cisplatin: Given IV  dexrazoxane hydrochloride: Given IV  doxorubicin hydrochloride: Given IV  etoposide: Given IV  ifosfamide: Given IV  leucovorin calcium: Given IV or orally
