Disease code,Weight,Group,Group_Description,Study,Study_Name,D_Name
D007008,2.22,NCT00365417-1,Chemo Plus Bevacizumab,NCT00365417,Therapy With Bevacizumab (BEV)  Doxorubicin  and Cyclophosphamide Followed by BEV  Docetaxel  and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer,hypokalemia
D004417,2.22,NCT00365417-1,Chemo Plus Bevacizumab,NCT00365417,Therapy With Bevacizumab (BEV)  Doxorubicin  and Cyclophosphamide Followed by BEV  Docetaxel  and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer,dyspnea
D006232,2.22,NCT00365417-1,Chemo Plus Bevacizumab,NCT00365417,Therapy With Bevacizumab (BEV)  Doxorubicin  and Cyclophosphamide Followed by BEV  Docetaxel  and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer,hand foot and mouth disease
D016769,4.44,NCT00365417-1,Chemo Plus Bevacizumab,NCT00365417,Therapy With Bevacizumab (BEV)  Doxorubicin  and Cyclophosphamide Followed by BEV  Docetaxel  and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer,embolism and thrombosis
D064420,1.54,NCT00376961-1,Rituximab-CHOP-Bortezomib (R-CHOP-V) Induction,NCT00376961,S0601 Rituximab  Combination Chemotherapy  and Bortezomib Followed by Bortezomib Alone in Treating Patients With Newly Diagnosed Mantle Cell Lymphoma,adverse drug events
D003645,1.54,NCT00376961-1,Rituximab-CHOP-Bortezomib (R-CHOP-V) Induction,NCT00376961,S0601 Rituximab  Combination Chemotherapy  and Bortezomib Followed by Bortezomib Alone in Treating Patients With Newly Diagnosed Mantle Cell Lymphoma,sudden death
D064420,44.9,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,adverse drug events
D000740,55.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,anemia
D009503,35.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,neutropenia
D009503,17.5,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,neutropenia
D013921,32.5,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,thrombocytopenia
D006943,10.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,hyperglycemia
D015746,10.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,abdominal pain
D003967,10.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,diarrhea
D014839,10.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,vomiting
D005221,5.0,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,fatigue
D002607,27.5,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,hereditary type i motor and sensory neuropathy
D002607,7.5,NCT00379574-1,Bortezomib + CHOP Every 2 Weeks,NCT00379574,Bortezomib Plus CHOP Every 2 Weeks for Advanced Stage DLBCL,hereditary type i motor and sensory neuropathy
D064420,19.7,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,adverse drug events
D064420,16.18,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,adverse drug events
D004211,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,disseminated intravascular coagulation
D004211,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,disseminated intravascular coagulation
D064147,1.97,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,febrile neutropenia
D013616,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,sinus tachycardia
10047281,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,ventricular arrhythmia
D015746,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,abdominal pain
10065722,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,anal necrosis
D005401,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,anal ulcer
10011914,7.39,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,death nos
10011914,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,death nos
10014222,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,edema face
D005334,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,fever
D009102,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,multiple organ failure
D009102,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,multiple organ failure
D017093,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hepatic failure
D001064,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,appendicitis
10007810,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,catheter related infection
10021881,3.45,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,infections and infestations - other specify
10021881,8.82,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,infections and infestations - other specify
10061229,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,lung infection
10061229,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,lung infection
D008581,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,meningitis
10065764,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,mucosal infection
D018805,3.94,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,sepsis
D018805,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,sepsis
10046300,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,upper respiratory infection
10001551,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,alanine aminotransferase increased
10003481,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,aspartate aminotransferase increased
10005364,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,blood bilirubin increased
10029366,1.48,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,neutrophil count decreased
10029366,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,neutrophil count decreased
10035528,1.48,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,platelet count decreased
10035528,2.94,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,platelet count decreased
10049182,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,white blood cell decreased
D000138,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,acidosis
D003681,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,dehydration
D006955,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hypernatremia
D007010,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hyponatremia
10048293,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,leukemia secondary to oncology chemotherapy
D009190,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,myelodysplastic syndrome
D009190,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,myelodysplastic syndrome
10049737,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,treatment related secondary malignancy
D020300,2.94,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,intracranial hemorrhage
D009187,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,myelitis
D012640,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,seizure
D020521,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,stroke
D012128,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,adult respiratory distress syndrome
10065746,0.99,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,bronchopulmonary hemorrhage
D000860,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hypoxia
D010996,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,pleural effusion
D011014,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,pneumonitis
D011030,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,pneumothorax
D012131,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,respiratory failure
10040785,0.49,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,skin and subcutaneous tissue disorders - other specify
D007022,1.97,NCT00381680-1,Regimen A: Standard Vincristine Dosing,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hypotension
D007022,1.47,NCT00381680-2,Arm B: Randomized High Dose Vincristine Regimen,NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relapsed B-Cell Acute Lymphoblastic Leukemia,hypotension
